track_id,track_name,album_name,artist_name,release_date,popularity,artist_norm,title_norm,lyrics,tag,year,views,id
7F5oktn5YOsR9eR5YsFtqb,New Year’s Day,reputation,Taylor Swift,2017-11-10,69,taylor swift,new year’s day,,,,,
7G0gBu6nLdhFDPRLc0HdDG,Mine (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,70,taylor swift,mine,,,,,
3MytWN8L7shNYzGl4tAKRp,Sparks Fly (Taylor’s Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,67,taylor swift,sparks fly,,,,,
79uDOz0zuuWS7HWxzMmTa2,Back To December (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,71,taylor swift,back to december,,,,,
5xXqyjLicvEpch72qEryFT,Speak Now (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,64,taylor swift,speak now,,,,,
1zU8j1x3yi9xalMF96pzKp,Dear John (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,64,taylor swift,dear john,,,,,
30Y4CV7A6YqtQtTTo7Ue4j,Mean (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,63,taylor swift,mean,,,,,
6dTA6y0C2ReQklntzZl8l3,The Story Of Us (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,65,taylor swift,the story of us,,,,,
2EFZ9emtKWEglWUQGEQ3P9,Never Grow Up (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,63,taylor swift,never grow up,,,,,
3sW3oSbzsfecv9XoUdGs7h,Enchanted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,77,taylor swift,enchanted,,,,,
0NwGC0v03ysCYINtg6ns58,Better Than Revenge (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,64,taylor swift,better than revenge,,,,,
12nBPF4Rh4XLFJV0YLN7uj,Innocent (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,59,taylor swift,innocent,,,,,
4tMzIAFTFdqGBQLdfbPces,Haunted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,64,taylor swift,haunted,,,,,
59KOoHFcw5XfICnO57holu,Last Kiss (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,67,taylor swift,last kiss,,,,,
4hqJ4bSlYJOXb6Z4SRmzxs,Long Live (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,69,taylor swift,long live,,,,,
3yNJkriPzWjkkDAWHIAVUq,Ours (Taylor’s Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,60,taylor swift,ours,,,,,
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor’s Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,58,taylor swift,superman,,,,,
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,63,taylor swift,electric touch,,,,,
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,61,taylor swift,when emma falls in love,,,,,
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,69,taylor swift,i can see you,,,,,
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,62,taylor swift,castles crumbling,,,,,
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,64,taylor swift,foolish one,,,,,
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,64,taylor swift,timeless,,,,,
2BUTSRKPGRsyc9FnsC5Udd,Fortnight (feat. Post Malone) - Acoustic Version,Fortnight (Acoustic Version),Taylor Swift,2024-07-09,56,taylor swift,fortnight,,,,,
7pM01Cfj8vt7z3qI2TveNT,Fortnight (feat. Post Malone) - Cults Remix,Fortnight (Acoustic Version),Taylor Swift,2024-07-09,34,taylor swift,fortnight,,,,,
6GrvlxquXWumwyNeZb1oZz,Fortnight (feat. Post Malone),Fortnight (Acoustic Version),Taylor Swift,2024-07-09,34,taylor swift,fortnight,,,,,
1hR8BSuEqPCCZfv93zzzz9,Welcome To New York (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,65,taylor swift,welcome to new york,"[Verse 1]
Walking through a crowd, the village is aglow
Kaleidoscope of loud heartbeats under coats
Everybody here wanted something more
Searching for a sound we hadn't heard before
And it said

[Chorus]
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
It's a new soundtrack, I could dance to this beat, beat, forevermore
The lights are so bright but they never blind me, me
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York

[Verse 2]
When we first dropped our bags on apartment floors
Took our broken hearts, put them in a drawer
Everybody here was someone else before
And you can want who you want
Boys and boys and girls and girls
[Chorus]
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
It's a new soundtrack, I could dance to this beat, beat, forevermore
The lights are so bright, but they never blind me, me
Welcome to New York (New York), it's been waiting for you
Welcome to New York, welcome to New York

[Bridge]
Like any great love, it keeps you guessing
Like any real love, it's ever-changing
Like any true love, it drives you crazy
But you know you wouldn't change anything, anything, anything

[Chorus]
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
It's a new soundtrack, I could dance to this beat
The lights are so bright, but they never blind me
Welcome to New York (New soundtrack)
It's been waiting for you
Welcome to New York
The lights are so bright but they never blind me
Welcome to New York
So bright, they never blind me
Welcome to New York
Welcome to New York",pop,2014.0,216205.0,540670.0
45wMBGri1PORPjM9PwFfrS,Blank Space (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,72,taylor swift,blank space,"[Verse 1]
Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sin
Saw you there, and I thought
""Oh my God, look at that face
You look like my next mistake
Love's a game, wanna play?""
Ayy

[Verse 2]
New money, suit and tie
I can read you like a magazine
Ain't it funny? Rumors fly
And I know you heard about me
So hey, let's be friends
I'm dyin' to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name
[Verse 3]
Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You're the King, baby, I'm your Queen
Find out what you want
Be that girl for a month
Wait, the worst is yet to come
Oh, no

[Verse 4]
Screaming, crying, perfect storms
I can make all the tables turn
Rose garden filled with thorns
Keep you second guessin' like
""Oh my God, who is she?""
I get drunk on jealousy
But you'll come back each time you leave
'Cause, darling, I'm a nightmare dressed like a daydream

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name
[Bridge]
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name",pop,2014.0,1453851.0,542389.0
1hjRhYpWyqDpPahmSlUTlc,Style (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,74,taylor swift,style,"[Verse 1]
Midnight
You come and pick me up, no headlights
A long drive
Could end in burning flames or paradise
Fade into view, oh
It's been a while since I have even heard from you
(Heard from you)
And I should just tell you to leave, 'cause I
Know exactly where it leads, but I
Watch us go 'round and 'round each time

[Chorus]
You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white t-shirt
And I got that good girl faith and a tight little skirt
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
[Verse 2]
So it goes
He can't keep his wild eyes on the road (Mmm)
Takes me home
The lights are off, he's taking off his coat (Mmm, yeah)
I say, ""I heard, oh
That you've been out and about with some other girl""
Some other girl
He says, ""What you heard is true, but I
Can't stop thinking 'bout you and I""
I said, ""I've been there too a few times""

[Chorus]
'Cause you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white t-shirt
And I got that good girl faith and a tight little skirt
(A tight little skirt)
And when we go crashing down, we come back every time
'Cause we never go out of style (We never go, we never go)
We never go out of style

[Bridge]
Take me home
Just take me home
Yeah, just take me home
Oh-oh, whoa-oh, oh
(Out of style)
[Chorus]
Oh, you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down (And when we go)
We come back every time
'Cause we never go out of style, we never go out of style",pop,2014.0,1084081.0,542390.0
045ZeOHPIzhxxsm8bq5kyE,Out Of The Woods (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,75,taylor swift,out of the woods,"[Verse 1]
Looking at it now
It all seems so simple
We were lying on your couch
I remember
You took a Polaroid of us
Then discovered (Then discovered)
The rest of the world was black and white
But we were in screaming color
And I remember thinking

[Chorus]
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
(Are we out of the woods?)
[Verse 2]
Looking at it now
Last December (Last December)
We were built to fall apart
Then fall back together (Back together)
Ooh, your necklace hanging from my neck
The night we couldn't quite forget
When we decided, we decided
To move the furniture so we could dance
Baby, like we stood a chance
Two paper airplanes flying, flying, flying
And I remember thinking

[Chorus]
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? (Oh) Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
(Are we out of the woods?)

[Bridge]
Remember when you hit the brakes too soon?
Twenty stitches in the hospital room
When you started crying, baby, I did too
But when the sun came up, I was looking at you
Remember when we couldn't take the heat?
I walked out, I said, ""I'm setting you free""
But the monsters turned out to be just trees
When the sun came up, you were looking at me
You were looking at me, ooh
You were looking at me
(Are we out of the woods yet? Are we out of the woods yet?)
(Are we out of the woods yet? Are we out of the woods?)
I remember
(Are we in the clear yet? Are we in the clear yet?)
(Are we in the clear yet, in the clear yet? Good)
Oh, I remember
[Chorus]
Are we out of the woods yet? Are we out of the woods yet? (Yeah, yeah)
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet? (Say, are we?)
Are we in the clear yet, in the clear yet? Good
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? (Yeah) Are we in the clear yet? (Yeah)
Are we in the clear yet, in the clear yet? Good (Clear yet? Good)
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good (Do you remember?)
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good",pop,2014.0,441433.0,539592.0
6GXgd1BPD9bUpqw5AntGV5,All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,65,taylor swift,all you had to do was stay,"[Intro]
(Hey, hey, hey)
(Hey, hey, hey)
(Hey, hey, hey)
(Hey, hey, hey)

[Verse 1]
People like you always want back
The love they gave away
And people like me wanna believe you
When you say you've changed
The more I think about it now
The less I know
All I know is that you drove us
Off the road

[Chorus]
(Stay) Hey, all you had to do was stay
Had me in the palm of your hand, then
Why'd you have to go and lock me out when I let you in?
(Stay) Hey, now you say you want it back
Now that it's just too late
Well, could've been easy
All you had to do was (Stay)
[Post-Chorus]
All you had to do was (Stay)
All you had to do was (Stay)
All you had to do was (Stay)
All you had to do was stay

[Verse 2]
Here you are now, calling me up
But I don't know what to say
I've been picking up the pieces
Of the mess you made
People like you always want back
The love they pushed aside
But people like me are gone forever
When you say goodbye

[Chorus]
(Stay) Hey, all you had to do was stay
Had me in the palm of your hand, then
Why'd you have to go and lock me out when I let you in?
(Stay) Hey, now you say you want it back
Now that it's just too late
Well, could've been easy
All you had to do was (Stay)

[Post-Chorus]
All you had to do was (Stay)
All you had to do was (Stay)
All you had to do was (Stay, stay, stay, stay, stay)
[Bridge]
Let me remind you
This was what you wanted (Oh, oh, oh-oh-oh)
You ended it
You were all I wanted (Oh, oh, oh-oh-oh)
But not like this
Not like this
Not like this
Oh, all you had to do was...

[Chorus]
(Stay) Hey, all you had to do was stay
Had me in the palm of your hand, then
Why'd you want to go and lock me out when I let you in?
(Stay) Hey, now you say you want it back
Now that it's just too late
Well, could've been easy
All you had to do was...
(Stay) Hey, all you had to do was stay
Had me in the palm of your hand, then
Why'd you have to go and lock me out when I let you in?
(Stay) Hey, now you say you want it back
Now that it's just too late
Well, could've been easy (All you had to do was stay)
All you had to do was (Stay)
[Post-Chorus]
All you had to do was (Stay) (Oh)
All you had to do was (Stay)
All you had to do was (Stay) (Ooh)
All you had to do was (Stay)",pop,2014.0,233990.0,542396.0
3pv7Q5v2dpdefwdWIvE7yH,Shake It Off (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,67,taylor swift,shake it off,"[Verse 1]
I stay out too late
Got nothing in my brain
That's what people say, mmm-mmm
That's what people say, mmm-mmm
I go on too many dates
But I can't make them stay
At least that's what people say, mmm-mmm
That's what people say, mmm-mmm

[Pre-Chorus]
But I keep cruisin'
Can't stop, won't stop movin'
It's like I got this music in my mind
Sayin' it's gonna be alright

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
[Verse 2]
I never miss a beat
I'm lightnin' on my feet
And that's what they don't see, mmm-mmm
That's what they don't see, mmm-mmm
I'm dancin' on my own (Dancin' on my own)
I make the moves up as I go (Moves up as I go)
And that's what they don't know, mmm-mmm
That's what they don't know, mmm-mmm

[Pre-Chorus]
But I keep cruisin'
Can't stop, won't stop groovin'
It's like I got this music in my mind
Sayin' it's gonna be alright

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
[Post-Chorus]
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

[Interlude]
Hey, hey, hey
Just think, while you've been gettin' down and out about the liars
And the dirty, dirty cheats of the world
You could've been gettin' down
To this sick beat

[Bridge]
My ex-man brought his new girlfriend
She's like, ""Oh my God!"" But I'm just gonna shake
And to the fella over there with the hella good hair
Won't you come on over, baby?
We can shake, shake, shake
Yeah, oh, oh, oh

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
(Haters gonna hate)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off (Ha!)
Heartbreakers gonna break, break, break, break, break (Mmm)
And the fakers gonna fake, fake, fake, fake, fake
(And fake, and fake, and fake)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off (I, I, I)
[Post-Chorus]
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off (Yeah!)
Shake it off, I shake it off
I, I, I shake it off, I shake it off (You got to)
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

[Video directed by Mark Romanek]",pop,2014.0,444722.0,499725.0
43y1WpBdnEy5TR9aZoSQL9,I Wish You Would (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,63,taylor swift,i wish you would,"[Verse 1]
It's 2 AM in your car
Windows down, you pass my street, the memories start
You say it's in the past, you drive straight ahead
You're thinking that I hate you now
'Cause you still don't know what I never said

[Chorus]
I wish you would come back
Wish I never hung up the phone like I did, I
Wish you knew that
I'd never forget you as long as I live, and I
Wish you were right here, right now, it's all good
I wish you would

[Verse 2]
It's 2 AM in my room
Headlights pass the window pane
I think of you
We're a crooked love in a straight line down
Makes you want to run and hide
But it makes you turn right back around
[Chorus]
I wish you would come back
Wish I never hung up the phone like I did, I
Wish you knew that
I'd never forget you as long as I live, and I
Wish you were right here, right now, it's all good
I wish you would
I wish we could go back
And remember what we were fighting for, and I
Wish you knew that
I miss you too much to be mad anymore, and I
Wish you were right here, right now, it's all good
I wish you would

[Post-Chorus]
I, I, I, I, I, I wish I, wish I
I, I, I, I, I, I wish I, wish I
I, I, I, I, I, I wish I, wish I

[Bridge]
You always knew how to push my buttons
You give me everything and nothing
This mad, mad love makes you come running
To stand back where you stood
I wish you would, I wish you would
(I wish you would, I wish you would)
I wish you would, I wish you would
(I wish you would, I wish you would)
(I wish I, wish I)
[Verse 3]
2 AM, here we are
See your face, hear my voice in the dark
We're a crooked love in a straight line down
Makes you wanna run and hide
But it made us turn right back around

[Chorus]
I wish you would come back
Wish I never hung up the phone like I did, I
Wish you knew that
I'd never forget you as long as I live, and I
Wish you were right here, right now, it's all good
I wish you would
I wish you would come back
Wish I never hung up the phone like I did, I
Wish you knew that
I'd never forget you as long as I live, and I
Wish you were right here, right now, it's all good
I wish you would
I wish we could go back
And remember what we were fighting for, and I
Wish you knew that
I miss you too much to be mad anymore, and I
Wish you were right here, right now, it's all good
I wish you would
[Outro]
(I, I, I, I, I, I wish I, wish I)
You always knew how to push my buttons
You give me everything and nothing
This mad, mad love makes you come running
To stand back where you stood
I wish you would, I wish you would
(I wish you would, I wish you would)
I wish you would, I wish you would
(I wish you would, I wish you would, I wish you would)
(I, I, I, I, I, I wish I, wish I)
I, I, I, I, I, I wish I, wish I
I, I, I, I, I, I wish I, wish I
I wish you would",pop,2014.0,207632.0,551092.0
64FzgoLZ3oXu2SriZblHic,Bad Blood (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,64,taylor swift,bad blood,"[Chorus]
'Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

[Verse 1]
Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin what was shiny?
Now it's all rusted
Did you have to hit me where I'm weak?
Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughing right at me

[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I
[Chorus]
'Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

[Verse 2]
Did you think we'd be fine?
Still got scars in my back from your knives
So don't think it's in the past
These kinds of wounds they last and they last
Now, did you think it all through?
All these things will catch up to you
And time can heal, but this won't
So if you're coming my way
Just don't

[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I
[Chorus]
'Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

[Bridge]
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
If you love like that, blood runs cold!

[Chorus]
'Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em (Think we can solve 'em)
You made a really deep cut
And baby, now we've got bad blood, hey!
'Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done (Look what you've done)
'Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!",pop,2014.0,700373.0,551262.0
1K39ty6o1sHwwlZwO6a7wK,Wildest Dreams (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,75,taylor swift,wildest dreams,"[Verse 1]
He said, ""Let's get out of this town
Drive out of the city, away from the crowds""
I thought, ""Heaven can't help me now""
Nothing lasts forever
But this is gonna take me down

[Pre-Chorus]
He's so tall and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is

[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha
[Verse 2]
I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothin' lasts forever
But this is gettin' good now

[Pre-Chorus]
He's so tall and handsome as hell
He's so bad, but he does it so well
And when we've had our very last kiss
My last request is

[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha (Ha, ha)
Wildest dreams, ah, ha

[Bridge]
You'll see me in hindsight
Tangled up with you all night
Burnin' it down
Someday, when you leave me
I bet these memories
Follow you around
You'll see me in hindsight
Tangled up with you all night
Burnin' (Burnin') it (It) down (Down)
Someday, when you leave me
I bet these memories
Follow (Follow) you (You) around
(Follow you around)
[Breakdown]
Say you'll remember me
Standing in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend

[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your (Just pretend, just pretend)
Wildest dreams, ah, ha (Ah)
In your wildest dreams, ah, ha
Even if it's just in your
In your wildest dreams, ah, ha
In your wildest dreams, ah, ha",pop,2014.0,779076.0,551256.0
75W3SngKzTuoQ94uLf3y82,How You Get The Girl (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,62,taylor swift,how you get the girl,"[Intro]
Oh, oh, oh
Oh, oh, oh
Oh-oh, oh-oh

[Verse 1]
Stand there like a ghost
Shaking from the rain, rain
She'll open up the door and say, ""Are you insane?""
Say it's been a long six months
And you were too afraid to tell her what you want, want

[Pre-Chorus]
And that's how it works
That's how you get the girl
And then, you say

[Chorus]
I want you for worse or for better
I would wait forever and ever
Broke your heart, I'll put it back together
I would wait forever and ever
And that's how it works
That's how you get the girl, girl (Oh-oh, oh)
And that's how it works
That's how you get the girl, girl
[Verse 2]
Remind her how it used to be, be, yeah-yeah
With pictures in frames of kisses on cheeks, cheeks
Tell her how you must have lost your mind, ooh-ooh
When you left her all alone
And never told her why, why

[Pre-Chorus]
And that's how it works
That's how you lost the girl
And now, you say

[Chorus]
I want you for worse or for better
I would wait forever and ever (Ever and ever)
Broke your heart, I'll put it back together
I would wait forever and ever
And that's how it works
That's how you get the girl, girl (Oh-oh, oh-oh)
And that's how it works
That's how you get the girl, girl
Yeah, yeah

[Bridge]
And you know
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
That I don't want you to go, oh, oh
[Breakdown]
Remind me how it used to be
Pictures in frames of kisses on cheeks
And say you want me, yeah-yeah
And then you say

[Chorus]
I want you for worse or for better (Worse or for better)
I would wait forever and ever (Ever and ever)
Broke your heart, I'll put it back together
I want you forever and ever (I would wait forever and ever)
And that's how it works
That's how you get the girl, girl (This is how it works)
And that's how it works
That's how you get the girl, girl (Get the girl)
(That's how it works)
And that's how it works
That's how you get the girl, girl
(Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh)
And that's how it works
That's how you get the girl, girl
(Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh)

[Outro]
And that's how it works
That's how you got the girl",pop,2014.0,183332.0,542383.0
5QVVjX0ZItqlVpEuVCM9Yg,This Love (Taylor’s Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,69,taylor swift,this love,"[Verse 1]
Clear blue water
High tide came and brought you in
And I could go on and on, on and on and I will
Skies grew darker
Currents swept you out again
And you were just gone and gone, gone and gone

[Pre-Chorus]
In silent screams and wildest dreams
I never dreamed of this

[Chorus]
This love is good, this love is bad
This love is alive back from the dead, oh-oh, oh
These hands had to let it go free, and
This love came back to me, oh-oh, oh
Oh-oh, oh, oh-oh, oh

[Verse 2]
Tossing, turning
Struggled through the night with someone new
And I could go on and on, on and on
Lantern, burning
Flickered in my mind, only you
But you were still gone, gone, gone
[Pre-Chorus]
Been losing grip, on sinking ships
You showed up just in time

[Chorus]
This love is good, this love is bad
This love is alive back from the dead, oh-oh, oh
These hands had to let it go free, and
This love came back to me, oh-oh, oh
This love left a permanent mark
This love is glowing in the dark, oh-oh, oh
These hands had to let it go free, and
This love came back to me, oh-oh, oh

[Post-Chorus]
(This love, this love, this love, this love, oh)
(This love, this love, this love, this love, oh)
(This love, this love, this love, this love, oh)
(This love, this love, this love, this love, oh)

[Bridge]
Your kiss, my cheek
I watched you leave
Your smile, my ghost
I fell to my knees
When you're young, you just run
But you come back to what you need
[Chorus]
This love is good, this love is bad
This love is alive back from the dead, oh-oh, oh
These hands had to let it go free, and
This love came back to me, oh-oh, oh
(This love) This love left a permanent mark
(This love) This love is glowing in the dark, oh-oh, oh
(This love) These hands had to let it go free, and
(This love) This love came back to me, oh-oh, oh

[Post-Chorus]
(This love, this love, this love, this love, oh)
(This love, this love, this love, this love, oh)
(This love, this love, this love, this love)
This love, this love came back to me, oh-oh, oh",pop,2014.0,293983.0,551097.0
